Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,CO2 Emissions(g/km),vehicle_key,demand_target,revenue_target,car_price
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,126,STATION WAGON - MID-SIZE_X_AV_medium,3530,104841000.0,29700.0
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,X,205,SUV - SMALL_X_AS6_medium,3998,131334300.0,32850.0
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,216,SUV - SMALL_X_AS6_medium,4417,145098450.0,32850.0
TOYOTA,RAV4 LIMITED AWD,SUV - SMALL,2.5,4,AS6,X,218,SUV - SMALL_X_AS6_medium,4109,134980650.0,32850.0
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,384,SUV - STANDARD_X_AS6_performance,1178,74037300.0,62850.0
TOYOTA,SIENNA,MINIVAN,3.5,6,AS6,X,260,MINIVAN_X_AS6_large,2763,108171450.0,39150.0
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS6,X,285,MINIVAN_X_AS6_large,2786,109071900.0,39150.0
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,A4,X,251,PICKUP TRUCK - SMALL_X_A4_large,3052,103005000.0,33750.0
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,M5,X,235,PICKUP TRUCK - SMALL_X_M5_large,2951,99596250.0,33750.0
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,4.0,6,M6,X,301,PICKUP TRUCK - SMALL_X_M6_xlarge,2025,83835000.0,41400.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,A4,X,274,PICKUP TRUCK - SMALL_X_A4_large,2830,95512500.0,33750.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,M5,X,271,PICKUP TRUCK - SMALL_X_M5_large,2775,93656250.0,33750.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,306,PICKUP TRUCK - SMALL_X_A5_xlarge,2375,98325000.0,41400.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,322,PICKUP TRUCK - SMALL_X_M6_xlarge,2195,90873000.0,41400.0
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.0,6,AS5,X,310,PICKUP TRUCK - STANDARD_X_AS5_xlarge,2337,96751800.0,41400.0
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,329,PICKUP TRUCK - STANDARD_X_AS6_xlarge,1651,75780900.0,45900.0
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,356,PICKUP TRUCK - STANDARD_X_AS6_performance,1750,88987500.0,50850.0
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,347,PICKUP TRUCK - STANDARD_X_AS6_xlarge,1707,78351300.0,45900.0
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,373,PICKUP TRUCK - STANDARD_X_AS6_performance,1819,92496150.0,50850.0
TOYOTA,VENZA,SUV - SMALL,2.7,4,AS6,X,230,SUV - SMALL_X_AS6_large,3625,122343750.0,33750.0
TOYOTA,VENZA,SUV - SMALL,3.5,6,AS6,X,253,SUV - SMALL_X_AS6_large,3774,147752100.0,39150.0
TOYOTA,VENZA 4WD,SUV - SMALL,2.7,4,AS6,X,235,SUV - SMALL_X_AS6_large,3801,128283750.0,33750.0
TOYOTA,VENZA 4WD,SUV - SMALL,3.5,6,AS6,X,260,SUV - SMALL_X_AS6_large,3112,121834800.0,39150.0
TOYOTA,YARIS,COMPACT,1.5,4,A4,X,168,COMPACT_X_A4_small,4696,133131600.0,28350.0
TOYOTA,YARIS,COMPACT,1.5,4,M5,X,163,COMPACT_X_M5_small,4785,135654750.0,28350.0
ACURA,ILX,COMPACT,2.0,4,AS5,Z,191,COMPACT_Z_AS5_medium,4248,144856800.0,34100.0
ACURA,ILX,COMPACT,2.4,4,M6,Z,214,COMPACT_Z_M6_medium,3866,138789400.0,35900.0
ACURA,ILX HYBRID,COMPACT,1.5,4,AV7,Z,140,COMPACT_Z_AV7_small,4358,138802300.0,31850.0
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS6,Z,255,SUV - SMALL_Z_AS6_large,3305,140958250.0,42650.0
ACURA,RLX HYBRID,MID-SIZE,3.5,6,AM7,Z,177,MID-SIZE_Z_AM7_large,3431,146332150.0,42650.0
ACURA,TLX,COMPACT,2.4,4,AM8,Z,191,COMPACT_Z_AM8_medium,3660,131394000.0,35900.0
ACURA,TLX,COMPACT,3.5,6,AS9,Z,212,COMPACT_Z_AS9_large,3461,147611650.0,42650.0
ACURA,TLX SH-AWD,COMPACT,3.5,6,AS9,Z,221,COMPACT_Z_AS9_large,3864,164799600.0,42650.0
HONDA,ACCORD,MID-SIZE,2.4,4,AV,X,179,MID-SIZE_X_AV_medium,4572,148132800.0,32400.0
HONDA,ACCORD,MID-SIZE,2.4,4,AV7,X,184,MID-SIZE_X_AV7_medium,3996,129470400.0,32400.0
HONDA,ACCORD,MID-SIZE,3.5,6,AS6,X,219,MID-SIZE_X_AS6_large,3550,138982500.0,39150.0
HONDA,ACCORD HYBRID,MID-SIZE,2.0,4,AV,X,115,MID-SIZE_X_AV_medium,5016,153489600.0,30600.0
HONDA,CIVIC,COMPACT,1.8,4,AV,X,163,COMPACT_X_AV_medium,4445,132016500.0,29700.0
HONDA,CIVIC,COMPACT,1.8,4,M5,X,177,COMPACT_X_M5_medium,4225,125482500.0,29700.0
HONDA,CIVIC Si,COMPACT,2.4,4,M6,Z,216,COMPACT_Z_M6_medium,3447,123747300.0,35900.0
HONDA,CIVIC HYBRID,COMPACT,1.5,4,AV,X,120,COMPACT_X_AV_small,5593,158561550.0,28350.0
HONDA,CR-V,SUV - SMALL,2.4,4,AV,X,179,SUV - SMALL_X_AV_medium,4191,135788400.0,32400.0
HONDA,CR-V AWD,SUV - SMALL,2.4,4,AV,X,191,SUV - SMALL_X_AV_medium,4858,157399200.0,32400.0
HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV,X,147,STATION WAGON - SMALL_X_AV_small,3832,108637200.0,28350.0
HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV7,X,156,STATION WAGON - SMALL_X_AV7_small,3951,112010850.0,28350.0
HONDA,FIT,STATION WAGON - SMALL,1.5,4,M6,X,168,STATION WAGON - SMALL_X_M6_small,4199,119041650.0,28350.0
HONDA,PILOT,SUV - SMALL,3.5,6,A5,X,264,SUV - SMALL_X_A5_large,3740,146421000.0,39150.0
HONDA,PILOT 4WD,SUV - SMALL,3.5,6,A5,X,276,SUV - SMALL_X_A5_large,3643,142623450.0,39150.0
INFINITI,Q50,MID-SIZE,3.7,6,AS7,Z,237,MID-SIZE_Z_AS7_xlarge,3067,133567850.0,43550.0
INFINITI,Q50 AWD,MID-SIZE,3.7,6,AS7,Z,248,MID-SIZE_Z_AS7_xlarge,2501,108918550.0,43550.0
INFINITI,Q60,SUBCOMPACT,3.7,6,AS7,Z,246,SUBCOMPACT_Z_AS7_xlarge,2905,126512750.0,43550.0
INFINITI,Q60,SUBCOMPACT,3.7,6,M6,Z,267,SUBCOMPACT_Z_M6_xlarge,2625,114318750.0,43550.0
INFINITI,Q60 AWD,SUBCOMPACT,3.7,6,AS7,Z,264,SUBCOMPACT_Z_AS7_xlarge,2569,111879950.0,43550.0
INFINITI,Q70,MID-SIZE,5.6,8,AS7,Z,285,MID-SIZE_Z_AS7_performance,1828,98529200.0,53900.0
INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,297,MID-SIZE_Z_AS7_performance,2258,121706200.0,53900.0
INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Z,172,MID-SIZE_Z_AS7_large,3461,147611650.0,42650.0
INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,AS7,Z,274,STATION WAGON - SMALL_Z_AS7_xlarge,2067,90017850.0,43550.0
INFINITI,QX60,SUV - SMALL,3.5,6,AV7,Z,232,SUV - SMALL_Z_AV7_large,2532,107989800.0,42650.0
INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV7,Z,246,SUV - SMALL_Z_AV7_large,3125,133281250.0,42650.0
INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV7,X,200,SUV - STANDARD_X_AV7_medium,3842,172313700.0,44850.0
INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,Z,294,SUV - SMALL_Z_AS7_xlarge,3103,135135650.0,43550.0
INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,338,SUV - STANDARD_Z_AS7_performance,1438,94764200.0,65900.0
LEXUS,CT 200h,COMPACT,1.8,4,AV,X,131,COMPACT_X_AV_medium,5228,155271600.0,29700.0
LEXUS,ES 300h,MID-SIZE,2.5,4,AV6,X,136,MID-SIZE_X_AV6_medium,4287,140827950.0,32850.0
LEXUS,ES 350,MID-SIZE,3.5,6,AS6,X,221,MID-SIZE_X_AS6_large,3315,129782250.0,39150.0
LEXUS,GS 350,MID-SIZE,3.5,6,AS8,Z,244,MID-SIZE_Z_AS8_large,3269,139422850.0,42650.0
LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,253,MID-SIZE_Z_AS6_large,2855,121765750.0,42650.0
LEXUS,GS 450h,MID-SIZE,3.5,6,AV8,Z,172,MID-SIZE_Z_AV8_large,3494,149019100.0,42650.0
LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,320,SUV - STANDARD_Z_AS6_xlarge,1597,98055800.0,61400.0
LEXUS,IS 250,COMPACT,2.5,6,AS6,Z,221,COMPACT_Z_AS6_medium,3793,144702950.0,38150.0
LEXUS,IS 250 C,SUBCOMPACT,2.5,6,AS6,Z,221,SUBCOMPACT_Z_AS6_medium,3742,142757300.0,38150.0
LEXUS,IS 350,COMPACT,3.5,6,AS8,Z,244,COMPACT_Z_AS8_large,3019,128760350.0,42650.0
LEXUS,IS 350 AWD,COMPACT,3.5,6,AS6,Z,253,COMPACT_Z_AS6_large,3212,136991800.0,42650.0
LEXUS,IS 350 C,SUBCOMPACT,3.5,6,AS6,Z,244,SUBCOMPACT_Z_AS6_large,3228,137674200.0,42650.0
LEXUS,LS 460,MID-SIZE,4.6,8,AS8,Z,283,MID-SIZE_Z_AS8_xlarge,2405,118807000.0,49400.0
LEXUS,LS 460 AWD,MID-SIZE,4.6,8,AS8,Z,297,MID-SIZE_Z_AS8_xlarge,2425,119795000.0,49400.0
LEXUS,LS 460 L AWD,MID-SIZE,4.6,8,AS8,Z,297,MID-SIZE_Z_AS8_xlarge,2046,101072400.0,49400.0
LEXUS,LS 600h L,MID-SIZE,5.0,8,AV8,Z,264,MID-SIZE_Z_AV8_xlarge,2613,133785600.0,51200.0
LEXUS,LX 570,SUV - STANDARD,5.7,8,AS6,Z,382,SUV - STANDARD_Z_AS6_performance,1182,78425700.0,66350.0
LEXUS,NX 200t AWD,SUV - SMALL,2.0,4,AS6,Z,221,SUV - SMALL_Z_AS6_medium,3949,134660900.0,34100.0
LEXUS,NX 200t AWD F SPORT,SUV - SMALL,2.0,4,AS6,Z,228,SUV - SMALL_Z_AS6_medium,3941,134388100.0,34100.0
LEXUS,NX 300h AWD,SUV - SMALL,2.5,4,AV6,X,170,SUV - SMALL_X_AV6_medium,5038,165498300.0,32850.0
LEXUS,RC 350,SUBCOMPACT,3.5,6,AS8,Z,244,SUBCOMPACT_Z_AS8_large,3020,128803000.0,42650.0
LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6,AS6,Z,253,SUBCOMPACT_Z_AS6_large,2887,123130550.0,42650.0
LEXUS,RC F,SUBCOMPACT,5.0,8,AS8,Z,290,SUBCOMPACT_Z_AS8_xlarge,2239,114636800.0,51200.0
LEXUS,RX 450h AWD,SUV - SMALL,3.5,6,AV6,Z,189,SUV - SMALL_Z_AV6_large,3526,150383900.0,42650.0
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS6,X,207,SUV - SMALL_X_AS6_medium,3959,130053150.0,32850.0
MAZDA,CX-9 4WD,SUV - SMALL,3.7,6,AS6,X,292,SUV - SMALL_X_AS6_xlarge,2841,113782050.0,40050.0
MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4,AS6,X,166,COMPACT_X_AS6_medium,4389,144178650.0,32850.0
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.5,4,M6,X,184,COMPACT_X_M6_medium,4851,159355350.0,32850.0
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4,AS6,X,161,MID-SIZE_X_AS6_medium,4297,131488200.0,30600.0
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.0,4,M6,X,163,MID-SIZE_X_M6_medium,4665,142749000.0,30600.0
MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4,AS6,X,166,MID-SIZE_X_AS6_medium,4615,151602750.0,32850.0
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4,M6,X,186,MID-SIZE_X_M6_medium,4309,141550650.0,32850.0
MAZDA,MAZDA5,MINIVAN,2.5,4,AS5,X,221,MINIVAN_X_AS5_medium,3029,99502650.0,32850.0
MAZDA,MAZDA6,MID-SIZE,2.5,4,AS6,X,175,MID-SIZE_X_AS6_medium,4257,139842450.0,32850.0
MAZDA,MX-5,TWO-SEATER,2.0,4,AS6,Z,232,TWO-SEATER_Z_AS6_medium,1720,79292000.0,46100.0
MITSUBISHI,LANCER,COMPACT,2.0,4,AV6,X,189,COMPACT_X_AV6_medium,4556,139413600.0,30600.0
MITSUBISHI,LANCER,COMPACT,2.0,4,M5,X,193,COMPACT_X_M5_medium,4283,131059800.0,30600.0
MITSUBISHI,LANCER AWD,COMPACT,2.4,4,AV6,X,219,COMPACT_X_AV6_medium,3803,123217200.0,32400.0
MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,136,COMPACT_X_AV_small,5078,132535800.0,26100.0
MITSUBISHI,MIRAGE,COMPACT,1.2,3,M5,X,147,COMPACT_X_M5_small,5116,133527600.0,26100.0
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3.0,6,AS6,Z,232,SUV - SMALL_Z_AS6_large,3238,130815200.0,40400.0
MITSUBISHI,RVR,SUV - SMALL,2.0,4,AV6,X,193,SUV - SMALL_X_AV6_medium,4109,125735400.0,30600.0
MITSUBISHI,RVR,SUV - SMALL,2.0,4,M5,X,202,SUV - SMALL_X_M5_medium,3848,117748800.0,30600.0
MITSUBISHI,RVR 4WD,SUV - SMALL,2.0,4,AV6,X,202,SUV - SMALL_X_AV6_medium,4179,127877400.0,30600.0
MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4,AV6,X,221,SUV - SMALL_X_AV6_medium,3566,115538400.0,32400.0
NISSAN,370Z COUPE,TWO-SEATER,3.7,6,AS7,Z,255,TWO-SEATER_Z_AS7_xlarge,1633,90713150.0,55550.0
NISSAN,370Z COUPE,TWO-SEATER,3.7,6,M6,Z,264,TWO-SEATER_Z_M6_xlarge,1427,79269850.0,55550.0
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS7,Z,264,TWO-SEATER_Z_AS7_xlarge,1042,57883100.0,55550.0
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M6,Z,271,TWO-SEATER_Z_M6_xlarge,1301,72270550.0,55550.0
NISSAN,ALTIMA,MID-SIZE,3.5,6,AV,X,207,MID-SIZE_X_AV_large,3411,133540650.0,39150.0
NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,A5,X,382,SUV - STANDARD_X_A5_performance,1433,89419200.0,62400.0
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6,A5,X,292,PICKUP TRUCK - SMALL_X_A5_xlarge,2587,107101800.0,41400.0
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,315,PICKUP TRUCK - SMALL_X_A5_xlarge,1617,66943800.0,41400.0
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,306,PICKUP TRUCK - SMALL_X_M6_xlarge,2180,90252000.0,41400.0
NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,290,SUBCOMPACT_Z_AM6_xlarge,2427,106788000.0,44000.0
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV7,X,182,STATION WAGON - SMALL_X_AV7_medium,3858,111110400.0,28800.0
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,M6,X,177,STATION WAGON - SMALL_X_M6_medium,3781,108892800.0,28800.0
NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,AV7,X,189,STATION WAGON - SMALL_X_AV7_medium,3449,99331200.0,28800.0
NISSAN,JUKE NISMO RS,STATION WAGON - SMALL,1.6,4,M6,Z,191,STATION WAGON - SMALL_Z_M6_medium,3252,105039600.0,32300.0
NISSAN,JUKE NISMO RS AWD,STATION WAGON - SMALL,1.6,4,AV8,Z,202,STATION WAGON - SMALL_Z_AV8_medium,3056,98708800.0,32300.0
NISSAN,MICRA,COMPACT,1.6,4,A4,X,179,COMPACT_X_A4_medium,4959,142819200.0,28800.0
NISSAN,MICRA,COMPACT,1.6,4,M5,X,177,COMPACT_X_M5_medium,4714,135763200.0,28800.0
NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6,AV7,X,225,STATION WAGON - MID-SIZE_X_AV7_large,3228,126376200.0,39150.0
NISSAN,MURANO AWD,STATION WAGON - MID-SIZE,3.5,6,AV7,X,228,STATION WAGON - MID-SIZE_X_AV7_large,2716,106331400.0,39150.0
NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,216,SPECIAL PURPOSE VEHICLE_X_AV_medium,3009,92075400.0,30600.0
NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,239,SUV - SMALL_X_AV_large,3090,120973500.0,39150.0
NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,AV,X,246,SUV - SMALL_X_AV_large,2953,115609950.0,39150.0
NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,3.5,6,AV,X,253,SUV - SMALL_X_AV_large,2944,115257600.0,39150.0
NISSAN,QUEST,MINIVAN,3.5,6,AV,X,242,MINIVAN_X_AV_large,2819,110363850.0,39150.0
NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,196,SUV - SMALL_X_AV_medium,4279,140565150.0,32850.0
NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,A5,X,370,PICKUP TRUCK - STANDARD_X_A5_performance,942,47476800.0,50400.0
NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8,A5,X,396,PICKUP TRUCK - STANDARD_X_A5_performance,1378,69451200.0,50400.0
NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,166,MID-SIZE_X_AV_medium,4253,126314100.0,29700.0
NISSAN,SENTRA,MID-SIZE,1.8,4,M6,X,182,MID-SIZE_X_M6_medium,4269,126789300.0,29700.0
NISSAN,VERSA,COMPACT,1.6,4,AV,X,156,COMPACT_X_AV_medium,5313,153014400.0,28800.0
NISSAN,XTERRA 4WD,SUV - SMALL,4.0,6,A5,X,327,SUV - SMALL_X_A5_xlarge,2780,115092000.0,41400.0
NISSAN,XTERRA 4WD,SUV - SMALL,4.0,6,M6,X,331,SUV - SMALL_X_M6_xlarge,2451,101471400.0,41400.0
SUBARU,BRZ,MINICOMPACT,2.0,4,AS6,Z,193,MINICOMPACT_Z_AS6_medium,1854,85469400.0,46100.0
SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,221,MINICOMPACT_Z_M6_medium,2173,100175300.0,46100.0
SUBARU,FORESTER AWD,SUV - SMALL,2.0,4,AV8,Z,216,SUV - SMALL_Z_AV8_medium,4149,141480900.0,34100.0
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AV6,X,200,SUV - SMALL_X_AV6_medium,3806,125027100.0,32850.0
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,X,221,SUV - SMALL_X_M6_medium,3773,123943050.0,32850.0
SUBARU,IMPREZA AWD,COMPACT,2.0,4,AV6,X,175,COMPACT_X_AV6_medium,4635,141831000.0,30600.0
SUBARU,IMPREZA AWD,COMPACT,2.0,4,M5,X,193,COMPACT_X_M5_medium,4539,138893400.0,30600.0
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4,AV6,X,175,STATION WAGON - SMALL_X_AV6_medium,3472,106243200.0,30600.0
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4,M5,X,193,STATION WAGON - SMALL_X_M5_medium,3644,111506400.0,30600.0
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV6,X,182,MID-SIZE_X_AV6_medium,3976,130611600.0,32850.0
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M6,X,216,MID-SIZE_X_M6_medium,3791,124534350.0,32850.0
SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AV6,X,235,MID-SIZE_X_AV6_xlarge,3470,137412000.0,39600.0
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV6,X,191,SUV - SMALL_X_AV6_medium,4199,137937150.0,32850.0
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,M6,X,223,SUV - SMALL_X_M6_medium,3794,124632900.0,32850.0
SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,AV6,X,242,SUV - SMALL_X_AV6_xlarge,3393,134362800.0,39600.0
SUBARU,WRX,COMPACT,2.0,4,AV8,Z,255,COMPACT_Z_AV8_medium,3542,120782200.0,34100.0
SUBARU,WRX,COMPACT,2.0,4,M6,Z,225,COMPACT_Z_M6_medium,3736,127397600.0,34100.0
SUBARU,WRX,COMPACT,2.5,4,M6,Z,281,COMPACT_Z_M6_medium,3170,115229500.0,36350.0
SUBARU,XV CROSSTREK AWD,SUV - SMALL,2.0,4,AV6,X,186,SUV - SMALL_X_AV6_medium,4747,145258200.0,30600.0
SUBARU,XV CROSSTREK AWD,SUV - SMALL,2.0,4,M5,X,209,SUV - SMALL_X_M5_medium,4276,130845600.0,30600.0
SUBARU,XV CROSSTREK HYBRID AWD,SUV - SMALL,2.0,4,AV6,X,173,SUV - SMALL_X_AV6_medium,4393,134425800.0,30600.0
TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6,AS5,X,294,SUV - STANDARD_X_AS5_xlarge,2536,135422400.0,53400.0
TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6,AS5,X,294,SUV - STANDARD_X_AS5_xlarge,2278,121645200.0,53400.0
TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,221,MID-SIZE_X_AS6_large,3769,147556350.0,39150.0
TOYOTA,CAMRY,MID-SIZE,2.5,4,AS6,X,193,MID-SIZE_X_AS6_medium,4090,134356500.0,32850.0
TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,218,MID-SIZE_X_AS6_large,3476,136085400.0,39150.0
TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV,X,131,MID-SIZE_X_AV_medium,4655,152916750.0,32850.0
TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV,X,136,MID-SIZE_X_AV_medium,4106,134882100.0,32850.0
TOYOTA,COROLLA,MID-SIZE,1.8,4,A4,X,175,MID-SIZE_X_A4_medium,4013,119186100.0,29700.0
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,163,MID-SIZE_X_AV7_medium,4102,121829400.0,29700.0
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,168,MID-SIZE_X_AV_medium,4392,130442400.0,29700.0
TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,170,MID-SIZE_X_M6_medium,4772,141728400.0,29700.0
TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,AV,X,159,MID-SIZE_X_AV_medium,4993,148292100.0,29700.0
TOYOTA,HIGHLANDER,SUV - SMALL,2.7,4,AS6,X,246,SUV - SMALL_X_AS6_large,3810,128587500.0,33750.0
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS6,X,255,SUV - SMALL_X_AS6_large,3446,134910900.0,39150.0
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS6,X,267,SUV - STANDARD_X_AS6_large,2202,112632300.0,51150.0
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,196,SUV - STANDARD_X_AV6_large,3056,156314400.0,51150.0
TOYOTA,HIGHLANDER HYBRID AWD LE,SUV - STANDARD,3.5,6,AV6,X,193,SUV - STANDARD_X_AV6_large,3018,154370700.0,51150.0
TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,108,MID-SIZE_X_AV_medium,4729,140451300.0,29700.0
TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,110,COMPACT_X_AV_small,5332,151162200.0,28350.0
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,129,STATION WAGON - MID-SIZE_X_AV_medium,3641,108137700.0,29700.0
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,218,SUV - SMALL_X_AS6_medium,3454,113463900.0,32850.0
TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4,AS6,X,205,SUV - SMALL_X_AS6_medium,4256,139809600.0,32850.0
TOYOTA,RAV4 LIMITED AWD,SUV - SMALL,2.5,4,AS6,X,221,SUV - SMALL_X_AS6_medium,3653,120001050.0,32850.0
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,382,SUV - STANDARD_X_AS6_performance,1396,87738600.0,62850.0
TOYOTA,SIENNA,MINIVAN,3.5,6,AS6,X,262,MINIVAN_X_AS6_large,3124,122304600.0,39150.0
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS6,X,288,MINIVAN_X_AS6_large,2184,85503600.0,39150.0
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,A4,X,258,PICKUP TRUCK - SMALL_X_A4_large,2138,72157500.0,33750.0
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,M5,X,242,PICKUP TRUCK - SMALL_X_M5_large,2814,94972500.0,33750.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,A4,X,283,PICKUP TRUCK - SMALL_X_A4_large,2865,96693750.0,33750.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,M5,X,283,PICKUP TRUCK - SMALL_X_M5_large,3080,103950000.0,33750.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,308,PICKUP TRUCK - SMALL_X_A5_xlarge,1829,75720600.0,41400.0
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,350,PICKUP TRUCK - STANDARD_X_AS6_performance,1587,80698950.0,50850.0
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,382,PICKUP TRUCK - STANDARD_X_AS6_performance,1121,57002850.0,50850.0
TOYOTA,VENZA,SUV - SMALL,2.7,4,AS6,X,239,SUV - SMALL_X_AS6_large,3688,124470000.0,33750.0
TOYOTA,VENZA,SUV - SMALL,3.5,6,AS6,X,251,SUV - SMALL_X_AS6_large,4019,157343850.0,39150.0
TOYOTA,VENZA 4WD,SUV - SMALL,2.7,4,AS6,X,242,SUV - SMALL_X_AS6_large,3311,111746250.0,33750.0
